year,region,harvest,anomaly
1916,southern_rhone_valley,38.3,-0.2
1917,southern_rhone_valley,23.4,-0.95
1918,southern_rhone_valley,29.3,-0.14
1919,southern_rhone_valley,20.9,-0.99
1920,southern_rhone_valley,18.6,0.39
1921,southern_rhone_valley,12.8,0.6
1922,southern_rhone_valley,12.4,-0.93
1923,southern_rhone_valley,29.5,-0.49
1924,southern_rhone_valley,18.8,-0.52
1925,southern_rhone_valley,21.3,-0.31
1926,southern_rhone_valley,21.3,0.07
1927,southern_rhone_valley,19.6,-0.28
1928,southern_rhone_valley,24.3,-0.04
1929,southern_rhone_valley,27.3,-0.67
1930,southern_rhone_valley,24.3,0.4
1932,southern_rhone_valley,36.5,0.02
1940,southern_rhone_valley,23.5,-1.24
1941,southern_rhone_valley,24.3,-1.03
1942,southern_rhone_valley,5.5,-0.8
1943,southern_rhone_valley,10,0.65
1944,southern_rhone_valley,15.6,0.01
1945,southern_rhone_valley,26.9,0.56
1946,southern_rhone_valley,31.9,-0.03
1947,southern_rhone_valley,26.9,0.32
1948,southern_rhone_valley,28.9,0.58
1949,southern_rhone_valley,20.9,0.88
1950,southern_rhone_valley,26.9,0.31
1951,southern_rhone_valley,39.4,0.09
1952,southern_rhone_valley,27.9,-0.18
1953,southern_rhone_valley,29.4,0.31
1954,southern_rhone_valley,33.4,-0.48
1955,southern_rhone_valley,26.9,-0.22
1956,southern_rhone_valley,35.9,-1.19
1957,southern_rhone_valley,25.9,0.17
1958,southern_rhone_valley,26.9,-0.14
1959,southern_rhone_valley,26.9,0.54
1960,southern_rhone_valley,20.9,-0.02
1961,southern_rhone_valley,11.9,0.67
1962,southern_rhone_valley,28.9,-0.67
1963,southern_rhone_valley,22.9,-0.81
1964,southern_rhone_valley,16,-0.08
1965,southern_rhone_valley,23.9,-0.69
1966,southern_rhone_valley,20,-0.04
1967,southern_rhone_valley,25.9,0.22
1968,southern_rhone_valley,24.9,-0.2
1969,southern_rhone_valley,22.9,-0.38
1970,southern_rhone_valley,22.9,-0.32
1971,southern_rhone_valley,25,-0.08
1972,southern_rhone_valley,25.9,-0.25
1973,southern_rhone_valley,21.9,-0.01
1974,southern_rhone_valley,27.9,0.14
1975,southern_rhone_valley,26.9,0.39
1976,southern_rhone_valley,17.9,-0.08
1977,southern_rhone_valley,27.9,0.07
1978,southern_rhone_valley,25.9,-0.46
1979,southern_rhone_valley,15.9,-0.28
1980,southern_rhone_valley,26.9,-0.46
1981,southern_rhone_valley,17.9,-0.05
1982,southern_rhone_valley,17.4,0.51
1983,southern_rhone_valley,24.5,0.64
1984,southern_rhone_valley,25.9,-0.1
1985,southern_rhone_valley,21.9,-0.43
1986,southern_rhone_valley,17,-0.1
1987,southern_rhone_valley,22.9,-0.26
1988,southern_rhone_valley,16,0.67
1989,southern_rhone_valley,12.9,1.18
1990,southern_rhone_valley,13.9,1.22
1991,southern_rhone_valley,20.9,0.21
1992,southern_rhone_valley,14.9,0.89
1993,southern_rhone_valley,13.9,0.26
1994,southern_rhone_valley,9,1.32
1995,southern_rhone_valley,15.9,0.87
1996,southern_rhone_valley,20.9,-0.22
1997,southern_rhone_valley,13.9,0.98
1998,southern_rhone_valley,8.9,0.76
1999,southern_rhone_valley,11.9,1.09
2000,southern_rhone_valley,8.9,1.21
2001,southern_rhone_valley,7.9,0.95
2002,southern_rhone_valley,10.9,1.22
2003,southern_rhone_valley,0,1.28
2004,southern_rhone_valley,12.9,0.79
2005,southern_rhone_valley,9.9,0.75
2006,southern_rhone_valley,9.5,1.29
1655,spain,38,-0.13
1656,spain,41,0
1657,spain,35,0.18
1658,spain,48,-0.14
1659,spain,38,-0.21
1660,spain,34,-0.05
1661,spain,42,0.45
1662,spain,39,0.13
1663,spain,45,-0.44
1664,spain,35,-0.52
1669,spain,33,-0.3
1670,spain,41,-0.41
1671,spain,36,-0.21
1672,spain,33,-0.69
1673,spain,44,-1.13
1674,spain,40,-1.39
1675,spain,56,-1.63
1676,spain,35,-0.67
1677,spain,38,-0.73
1678,spain,54,-1.06
1679,spain,43,-0.75
1680,spain,46,-0.62
1681,spain,37,-0.76
1682,spain,44,-0.46
1683,spain,37,-1.02
1684,spain,45,-1.56
1685,spain,40,-0.35
1686,spain,35,0.64
1687,spain,40,-0.52
1688,spain,51,-1.65
1689,spain,36,-0.95
1690,spain,52,-0.57
1691,spain,38,-1.34
1692,spain,44,-1.78
1693,spain,57,-1.04
1694,spain,43,-1.84
1695,spain,51,-2.22
1696,spain,41,-0.99
1697,spain,55,-1.46
1698,spain,52,-1.84
1699,spain,34,-0.68
1700,spain,49,-0.91
1701,spain,54,-0.76
1702,spain,48,-1.4
1703,spain,41,-1.21
1711,spain,43,-0.09
1712,spain,44,-0.37
1713,spain,52,-0.87
1714,spain,58,-0.07
1716,spain,36,-1.13
1717,spain,37,-0.47
1718,spain,23,-0.22
1719,spain,30,-0.02
1720,spain,45,-0.41
1721,spain,45,-0.6
1722,spain,36,0.79
1723,spain,34,1.46
1724,spain,29,-0.2
1725,spain,49,-0.15
1726,spain,41,-0.06
1727,spain,41,0.79
1728,spain,41,-0.31
1729,spain,44,-0.45
1730,spain,44,0.33
1731,spain,43,-0.26
1732,spain,52,-0.33
1733,spain,43,0.61
1734,spain,33,0.28
1735,spain,53,0.46
1736,spain,43,0.35
1737,spain,51,0.32
1738,spain,42,0.49
1739,spain,55,-0.79
1741,spain,33,-0.19
1743,spain,49,0.52
1745,spain,38,-0.78
1746,spain,48,-0.67
1747,spain,59,-0.18
1748,spain,40,-0.36
1749,spain,47,-0.13
1750,spain,44,0.31
1751,spain,44,-0.91
1752,spain,37,0.14
1753,spain,33,-0.89
1754,spain,40,-0.87
1755,spain,45,-0.83
1756,spain,54,-0.29
1757,spain,43,0.05
1758,spain,49,-0.74
1760,spain,48,-0.21
1761,spain,42,0.65
1762,spain,35,0.12
1763,spain,48,-0.15
1764,spain,29,0.4
1765,spain,44,-0.03
1766,spain,42,0.24
1767,spain,35,-0.43
1768,spain,38,-0.53
1769,spain,36,-0.32
1770,spain,50,-0.18
1771,spain,42,-1.02
1773,spain,40,0.83
1774,spain,46,-0.59
1775,spain,42,0.9
1779,spain,41,1.08
1782,spain,46,-1.24
1783,spain,45,0.01
1784,spain,42,-1.76
1786,spain,41,-1.7
1787,spain,46,-0.31
1788,spain,35,-1.08
1789,spain,43,-0.39
1790,spain,43,-0.24
1791,spain,43,0.31
1792,spain,39,-0.43
1793,spain,38,0.13
1794,spain,45,0.74
1795,spain,43,-0.71
1796,spain,41,0.02
1797,spain,44,0.52
1798,spain,39,0.16
1799,spain,44,-1.85
1893,spain,28,-0.5
1894,spain,39,-0.07
1895,spain,38,-0.74
1896,spain,42,-0.49
1897,spain,27,-0.08
1898,spain,42,0.2
1899,spain,25,-0.14
1900,spain,32,-0.08
1901,spain,34,-0.53
1903,spain,40,-0.1
1904,spain,26,-0.16
1905,spain,48,-0.35
1906,spain,40,-0.01
1907,spain,34,-0.58
1908,spain,49,-0.7
1909,spain,48,-1.07
1910,spain,55,-0.14
1911,spain,41,0.38
1912,spain,44,-0.54
1913,spain,45,0.06
1914,spain,45,0.08
1915,spain,42,-0.78
1916,spain,46,-0.2
1921,spain,37,0.6
1922,spain,41,-0.93
1924,spain,31,-0.52
1925,spain,59,-0.31
1926,spain,58,0.07
1927,spain,40,-0.28
1928,spain,38,-0.04
1929,spain,33,-0.67
1930,spain,42,0.4
1931,spain,42,-0.67
1932,spain,42,0.02
1933,spain,42,-0.41
1934,spain,42,0.92
1935,spain,42,0.02
1936,spain,42,0.1
1937,spain,42,0.28
1938,spain,42,0.45
1939,spain,42,-0.01
1940,spain,40,-1.24
1941,spain,57,-1.03
1942,spain,33,-0.8
1943,spain,34,0.65
1944,spain,46,0.01
1945,spain,45,0.56
1946,spain,44,-0.03
1947,spain,36,0.32
1948,spain,43,0.58
1949,spain,29,0.88
1950,spain,34,0.31
1951,spain,47,0.09
1952,spain,43,-0.18
1953,spain,43,0.31
1954,spain,50,-0.48
1955,spain,36,-0.22
1956,spain,52,-1.19
1957,spain,46,0.17
1958,spain,43,-0.14
1959,spain,40,0.54
1960,spain,40,-0.02
1961,spain,33,0.67
1962,spain,45,-0.67
1963,spain,52,-0.81
1964,spain,32,-0.08
1965,spain,44,-0.69
1966,spain,43,-0.04
1967,spain,48,0.22
1968,spain,48,-0.2
1969,spain,47,-0.38
1970,spain,44,-0.32
1971,spain,59.5,-0.08
1972,spain,58.5,-0.25
1973,spain,45.5,-0.01
1974,spain,57.5,0.14
1975,spain,55,0.39
1976,spain,39,-0.08
1977,spain,64,0.07
1978,spain,60.5,-0.46
1979,spain,45.5,-0.28
1980,spain,58,-0.46
1981,spain,43,-0.05
1982,spain,39.5,0.51
1983,spain,36.5,0.64
1984,spain,40.5,-0.1
1985,spain,46.5,-0.43
1986,spain,41,-0.1
1987,spain,46.5,-0.26
1988,spain,33,0.67
1989,spain,32.5,1.18
1990,spain,31.5,1.22
1991,spain,43,0.21
1992,spain,44.5,0.89
1993,spain,34,0.26
1994,spain,22.5,1.32
1995,spain,36,0.87
1996,spain,37.5,-0.22
1997,spain,28.5,0.98
1998,spain,45,0.76
1999,spain,38.5,1.09
2000,spain,33.5,1.21
2001,spain,41.5,0.95
2002,spain,35,1.22
2003,spain,27,1.28
2004,spain,37.5,0.79
2005,spain,30,0.75
2006,spain,28.5,1.29
2007,spain,33,1.39
1655,switzerland_leman_lake,38.8,-0.13
1656,switzerland_leman_lake,38.4,0
1657,switzerland_leman_lake,33.8,0.18
1658,switzerland_leman_lake,44,-0.14
1659,switzerland_leman_lake,26,-0.21
1660,switzerland_leman_lake,26.2,-0.05
1661,switzerland_leman_lake,38.2,0.45
1662,switzerland_leman_lake,45.5,0.13
1663,switzerland_leman_lake,50.2,-0.44
1664,switzerland_leman_lake,37,-0.52
1665,switzerland_leman_lake,34.3,-0.73
1666,switzerland_leman_lake,36.8,0.03
1667,switzerland_leman_lake,51.4,-0.65
1668,switzerland_leman_lake,34.6,0.07
1669,switzerland_leman_lake,37.8,-0.3
1670,switzerland_leman_lake,42.4,-0.41
1671,switzerland_leman_lake,38.7,-0.21
1672,switzerland_leman_lake,39.8,-0.69
1673,switzerland_leman_lake,56.6,-1.13
1674,switzerland_leman_lake,47.8,-1.39
1675,switzerland_leman_lake,64.2,-1.63
1676,switzerland_leman_lake,28.3,-0.67
1677,switzerland_leman_lake,47.8,-0.73
1678,switzerland_leman_lake,36.9,-1.06
1679,switzerland_leman_lake,34.3,-0.75
1680,switzerland_leman_lake,40.8,-0.62
1681,switzerland_leman_lake,38.8,-0.76
1682,switzerland_leman_lake,57.6,-0.46
1683,switzerland_leman_lake,41.5,-1.02
1684,switzerland_leman_lake,27.8,-1.56
1685,switzerland_leman_lake,45,-0.35
1686,switzerland_leman_lake,33.5,0.64
1687,switzerland_leman_lake,41.6,-0.52
1688,switzerland_leman_lake,45.7,-1.65
1689,switzerland_leman_lake,50.6,-0.95
1690,switzerland_leman_lake,46.7,-0.57
1691,switzerland_leman_lake,42.1,-1.34
1692,switzerland_leman_lake,66.2,-1.78
1693,switzerland_leman_lake,42.3,-1.04
1694,switzerland_leman_lake,41,-1.84
1695,switzerland_leman_lake,60.9,-2.22
1696,switzerland_leman_lake,47.3,-0.99
1697,switzerland_leman_lake,45.1,-1.46
1698,switzerland_leman_lake,67.6,-1.84
1699,switzerland_leman_lake,47.4,-0.68
1700,switzerland_leman_lake,58,-0.91
1701,switzerland_leman_lake,50.3,-0.76
1702,switzerland_leman_lake,57,-1.4
1703,switzerland_leman_lake,57.4,-1.21
1704,switzerland_leman_lake,34.2,-0.44
1705,switzerland_leman_lake,55.1,-0.76
1706,switzerland_leman_lake,37.6,-1.04
1707,switzerland_leman_lake,50.1,-1.3
1708,switzerland_leman_lake,45.4,-1.51
1709,switzerland_leman_lake,48,-2.13
1710,switzerland_leman_lake,43.1,-0.02
1711,switzerland_leman_lake,56,-0.09
1712,switzerland_leman_lake,47.6,-0.37
1713,switzerland_leman_lake,59.8,-0.87
1714,switzerland_leman_lake,57.8,-0.07
1715,switzerland_leman_lake,44.1,-0.07
1716,switzerland_leman_lake,62,-1.13
1717,switzerland_leman_lake,51,-0.47
1718,switzerland_leman_lake,36.4,-0.22
1719,switzerland_leman_lake,49,-0.02
1720,switzerland_leman_lake,56.5,-0.41
1721,switzerland_leman_lake,60.7,-0.6
1722,switzerland_leman_lake,45.2,0.79
1723,switzerland_leman_lake,46,1.46
1724,switzerland_leman_lake,47.8,-0.2
1725,switzerland_leman_lake,64.8,-0.15
1726,switzerland_leman_lake,32,-0.06
1727,switzerland_leman_lake,47,0.79
1728,switzerland_leman_lake,46.8,-0.31
1729,switzerland_leman_lake,46.3,-0.45
1730,switzerland_leman_lake,55.4,0.33
1731,switzerland_leman_lake,52.8,-0.26
1732,switzerland_leman_lake,50.3,-0.33
1733,switzerland_leman_lake,50.6,0.61
1734,switzerland_leman_lake,47.3,0.28
1735,switzerland_leman_lake,54.6,0.46
1736,switzerland_leman_lake,49.6,0.35
1737,switzerland_leman_lake,45.7,0.32
1738,switzerland_leman_lake,44,0.49
1739,switzerland_leman_lake,46.2,-0.79
1740,switzerland_leman_lake,65.2,-2.47
1741,switzerland_leman_lake,51.3,-0.19
1742,switzerland_leman_lake,61.5,-1.27
1743,switzerland_leman_lake,61.6,0.52
1744,switzerland_leman_lake,51.2,-0.59
1745,switzerland_leman_lake,55.5,-0.78
1746,switzerland_leman_lake,45.8,-0.67
1747,switzerland_leman_lake,45.3,-0.18
1748,switzerland_leman_lake,52,-0.36
1749,switzerland_leman_lake,49.7,-0.13
1750,switzerland_leman_lake,49,0.31
1751,switzerland_leman_lake,58.6,-0.91
1752,switzerland_leman_lake,55.4,0.14
1753,switzerland_leman_lake,49,-0.89
1754,switzerland_leman_lake,52.2,-0.87
1755,switzerland_leman_lake,51.1,-0.83
1756,switzerland_leman_lake,58.2,-0.29
1757,switzerland_leman_lake,52.8,0.05
1758,switzerland_leman_lake,55.6,-0.74
1759,switzerland_leman_lake,38.6,0.32
1760,switzerland_leman_lake,38.6,-0.21
1761,switzerland_leman_lake,39.6,0.65
1762,switzerland_leman_lake,38,0.12
1763,switzerland_leman_lake,56.2,-0.15
1764,switzerland_leman_lake,48,0.4
1765,switzerland_leman_lake,53.5,-0.03
1766,switzerland_leman_lake,47.6,0.24
1767,switzerland_leman_lake,58,-0.43
1768,switzerland_leman_lake,51.3,-0.53
1769,switzerland_leman_lake,52.7,-0.32
1770,switzerland_leman_lake,58,-0.18
1771,switzerland_leman_lake,44.6,-1.02
1772,switzerland_leman_lake,45.7,-0.26
1773,switzerland_leman_lake,59,0.83
1774,switzerland_leman_lake,41.6,-0.59
1775,switzerland_leman_lake,50.6,0.9
1776,switzerland_leman_lake,47,-0.25
1777,switzerland_leman_lake,50.8,-0.62
1778,switzerland_leman_lake,40.3,-0.1
1779,switzerland_leman_lake,42.9,1.08
1780,switzerland_leman_lake,33.9,-0.59
1781,switzerland_leman_lake,31.3,0.38
1782,switzerland_leman_lake,48,-1.24
1783,switzerland_leman_lake,41.3,0.01
1784,switzerland_leman_lake,38.2,-1.76
1785,switzerland_leman_lake,53.6,-1.68
1786,switzerland_leman_lake,49.3,-1.7
1787,switzerland_leman_lake,50.8,-0.31
1788,switzerland_leman_lake,32.6,-1.08
1789,switzerland_leman_lake,52.3,-0.39
1790,switzerland_leman_lake,48.6,-0.24
1791,switzerland_leman_lake,37,0.31
1792,switzerland_leman_lake,42.6,-0.43
1793,switzerland_leman_lake,32.8,0.13
1794,switzerland_leman_lake,29.7,0.74
1795,switzerland_leman_lake,35.3,-0.71
1796,switzerland_leman_lake,47.6,0.02
1797,switzerland_leman_lake,36,0.52
1798,switzerland_leman_lake,36.1,0.16
1799,switzerland_leman_lake,58,-1.85
1800,switzerland_leman_lake,32.8,-0.47
1801,switzerland_leman_lake,34.6,0.19
1802,switzerland_leman_lake,31.9,-0.3
1803,switzerland_leman_lake,44.5,-0.92
1804,switzerland_leman_lake,40.3,-0.35
1805,switzerland_leman_lake,55.1,-1.38
1806,switzerland_leman_lake,41.6,-0.28
1807,switzerland_leman_lake,29.7,-0.66
1808,switzerland_leman_lake,42.2,-1.15
1809,switzerland_leman_lake,60,-1.32
1810,switzerland_leman_lake,46.5,-1.26
1811,switzerland_leman_lake,32.4,0.1
1812,switzerland_leman_lake,53.9,-1.77
1813,switzerland_leman_lake,55.6,-0.54
1814,switzerland_leman_lake,54.8,-1.66
1815,switzerland_leman_lake,40.5,-0.7
1816,switzerland_leman_lake,71.2,-1.54
1817,switzerland_leman_lake,49.5,-0.48
1818,switzerland_leman_lake,39.5,0.17
1819,switzerland_leman_lake,42.8,-0.01
1820,switzerland_leman_lake,47.7,-0.97
1821,switzerland_leman_lake,60.2,-0.27
1822,switzerland_leman_lake,15.7,0.78
1823,switzerland_leman_lake,52.1,-0.66
1824,switzerland_leman_lake,46.7,0.07
1825,switzerland_leman_lake,39,-0.07
1826,switzerland_leman_lake,40,0.51
1827,switzerland_leman_lake,40.7,-0.09
1828,switzerland_leman_lake,37.7,-0.12
1829,switzerland_leman_lake,50.5,-1.85
1830,switzerland_leman_lake,43.1,-0.6
1831,switzerland_leman_lake,45.1,-0.12
1832,switzerland_leman_lake,47.4,-0.76
1833,switzerland_leman_lake,41,-0.28
1834,switzerland_leman_lake,28.3,0.51
1835,switzerland_leman_lake,46,-0.55
1836,switzerland_leman_lake,46.2,-0.57
1837,switzerland_leman_lake,49,-0.94
1838,switzerland_leman_lake,49.3,-1.75
1839,switzerland_leman_lake,40.8,-0.69
1840,switzerland_leman_lake,40.5,-1.02
1841,switzerland_leman_lake,37.5,-0.32
1842,switzerland_leman_lake,31.9,-0.27
1843,switzerland_leman_lake,53.6,-0.19
1844,switzerland_leman_lake,40.2,-1.2
1845,switzerland_leman_lake,50.1,-1.25
1846,switzerland_leman_lake,29.5,0.26
1847,switzerland_leman_lake,43,-0.61
1848,switzerland_leman_lake,40.3,-0.38
1849,switzerland_leman_lake,38.2,-0.71
1850,switzerland_leman_lake,49.5,-0.72
1851,switzerland_leman_lake,52,-0.34
1852,switzerland_leman_lake,40.3,-0.08
1853,switzerland_leman_lake,51.5,-1
1854,switzerland_leman_lake,41,-0.24
1855,switzerland_leman_lake,47.7,-1.43
1856,switzerland_leman_lake,47.3,-0.9
1857,switzerland_leman_lake,39.2,0.23
1858,switzerland_leman_lake,36,-0.2
1859,switzerland_leman_lake,35.7,0.48
1860,switzerland_leman_lake,52.3,-0.99
1861,switzerland_leman_lake,35.4,-0.24
1862,switzerland_leman_lake,33.4,-0.51
1863,switzerland_leman_lake,35.5,0.6
1864,switzerland_leman_lake,40.9,-1.22
1865,switzerland_leman_lake,25.9,-0.15
1866,switzerland_leman_lake,46,-0.08
1867,switzerland_leman_lake,41.3,-0.96
1868,switzerland_leman_lake,24.4,0.55
1869,switzerland_leman_lake,37.7,-0.17
1870,switzerland_leman_lake,32.7,-0.93
1871,switzerland_leman_lake,42.7,-1.47
1872,switzerland_leman_lake,41.3,0.52
1873,switzerland_leman_lake,39.7,0.06
1874,switzerland_leman_lake,35.3,-0.22
1875,switzerland_leman_lake,33,-1.02
1876,switzerland_leman_lake,45.3,-0.55
1877,switzerland_leman_lake,44,-0.56
1878,switzerland_leman_lake,46.7,-0.24
1879,switzerland_leman_lake,51.7,-1.52
1880,switzerland_leman_lake,40.5,-0.26
1881,switzerland_leman_lake,35.5,-1.06
1882,switzerland_leman_lake,43.5,-0.07
1883,switzerland_leman_lake,42,-0.61
1884,switzerland_leman_lake,32.5,-0.22
1885,switzerland_leman_lake,35,-0.73
1886,switzerland_leman_lake,39,-0.44
1887,switzerland_leman_lake,34,-0.93
1888,switzerland_leman_lake,40.5,-1.59
1889,switzerland_leman_lake,43,-0.87
1890,switzerland_leman_lake,41.5,-0.69
1891,switzerland_leman_lake,41,-0.78
1892,switzerland_leman_lake,27,-0.9
1893,switzerland_leman_lake,22.5,-0.5
1894,switzerland_leman_lake,37.5,-0.07
1895,switzerland_leman_lake,27,-0.74
1896,switzerland_leman_lake,36,-0.49
1897,switzerland_leman_lake,20,-0.08
1898,switzerland_leman_lake,39,0.2
1899,switzerland_leman_lake,28.5,-0.14
1900,switzerland_leman_lake,30,-0.08
1901,switzerland_leman_lake,24,-0.53
1902,switzerland_leman_lake,36.5,-1.11
1903,switzerland_leman_lake,33.5,-0.1
1904,switzerland_leman_lake,18,-0.16
1905,switzerland_leman_lake,27.5,-0.35
1906,switzerland_leman_lake,30.5,-0.01
1907,switzerland_leman_lake,39.5,-0.58
1908,switzerland_leman_lake,29,-0.7
1909,switzerland_leman_lake,40.5,-1.07
1910,switzerland_leman_lake,37.5,-0.14
1911,switzerland_leman_lake,26,0.38
1912,switzerland_leman_lake,46.5,-0.54
1913,switzerland_leman_lake,30,0.06
1914,switzerland_leman_lake,36,0.08
1915,switzerland_leman_lake,26.5,-0.78
1916,switzerland_leman_lake,37.5,-0.2
1917,switzerland_leman_lake,19,-0.95
1918,switzerland_leman_lake,31.5,-0.14
1919,switzerland_leman_lake,32.5,-0.99
1920,switzerland_leman_lake,25,0.39
1921,switzerland_leman_lake,22,0.6
1922,switzerland_leman_lake,35,-0.93
1923,switzerland_leman_lake,37,-0.49
1924,switzerland_leman_lake,31.5,-0.52
1925,switzerland_leman_lake,30,-0.31
1926,switzerland_leman_lake,38.6,0.07
1927,switzerland_leman_lake,26.6,-0.28
1928,switzerland_leman_lake,27.6,-0.04
1929,switzerland_leman_lake,26.6,-0.67
1930,switzerland_leman_lake,33.6,0.4
1931,switzerland_leman_lake,32.6,-0.67
1932,switzerland_leman_lake,40.3,0.02
1933,switzerland_leman_lake,36,-0.41
1934,switzerland_leman_lake,19.6,0.92
1935,switzerland_leman_lake,34,0.02
1936,switzerland_leman_lake,31.1,0.1
1937,switzerland_leman_lake,25,0.28
1938,switzerland_leman_lake,39.3,0.45
1939,switzerland_leman_lake,44,-0.01
1940,switzerland_leman_lake,27.6,-1.24
1941,switzerland_leman_lake,39,-1.03
1942,switzerland_leman_lake,25.6,-0.8
1943,switzerland_leman_lake,23,0.65
1944,switzerland_leman_lake,29,0.01
1945,switzerland_leman_lake,12,0.56
1946,switzerland_leman_lake,25,-0.03
1947,switzerland_leman_lake,18.6,0.32
1948,switzerland_leman_lake,36.6,0.58
1949,switzerland_leman_lake,29,0.88
1950,switzerland_leman_lake,28,0.31
1951,switzerland_leman_lake,41,0.09
1952,switzerland_leman_lake,22.3,-0.18
1953,switzerland_leman_lake,32.6,0.31
1954,switzerland_leman_lake,44,-0.48
1955,switzerland_leman_lake,36.6,-0.22
1956,switzerland_leman_lake,42.6,-1.19
1957,switzerland_leman_lake,33.6,0.17
1958,switzerland_leman_lake,29.6,-0.14
1959,switzerland_leman_lake,23.6,0.54
1960,switzerland_leman_lake,27.6,-0.02
1961,switzerland_leman_lake,30,0.67
1962,switzerland_leman_lake,38.6,-0.67
1963,switzerland_leman_lake,39.6,-0.81
1964,switzerland_leman_lake,25.3,-0.08
1965,switzerland_leman_lake,41.6,-0.69
1966,switzerland_leman_lake,26.6,-0.04
1967,switzerland_leman_lake,28,0.22
1968,switzerland_leman_lake,28,-0.2
1969,switzerland_leman_lake,29.3,-0.38
1970,switzerland_leman_lake,31.3,-0.32
1971,switzerland_leman_lake,26.2,-0.08
1972,switzerland_leman_lake,36.7,-0.25
1973,switzerland_leman_lake,28.1,-0.01
1974,switzerland_leman_lake,30.2,0.14
1975,switzerland_leman_lake,25.6,0.39
1976,switzerland_leman_lake,15.6,-0.08
1977,switzerland_leman_lake,38.1,0.07
1978,switzerland_leman_lake,39.5,-0.46
1979,switzerland_leman_lake,29.5,-0.28
1980,switzerland_leman_lake,37.2,-0.46
1981,switzerland_leman_lake,20.7,-0.05
1982,switzerland_leman_lake,17.7,0.51
1983,switzerland_leman_lake,19.7,0.64
1984,switzerland_leman_lake,30.6,-0.1
1985,switzerland_leman_lake,33.6,-0.43
1986,switzerland_leman_lake,27.5,-0.1
1987,switzerland_leman_lake,31.7,-0.26
1988,switzerland_leman_lake,22.6,0.67
1989,switzerland_leman_lake,16.5,1.18
1990,switzerland_leman_lake,18.6,1.22
1991,switzerland_leman_lake,24.5,0.21
1992,switzerland_leman_lake,15.6,0.89
1993,switzerland_leman_lake,17,0.26
1994,switzerland_leman_lake,10,1.32
1995,switzerland_leman_lake,22,0.87
1996,switzerland_leman_lake,26.6,-0.22
1997,switzerland_leman_lake,21.6,0.98
1998,switzerland_leman_lake,14.5,0.76
1999,switzerland_leman_lake,23,1.09
2000,switzerland_leman_lake,6,1.21
2001,switzerland_leman_lake,20,0.95
2002,switzerland_leman_lake,20.3,1.22
2003,switzerland_leman_lake,-7.7,1.28
2004,switzerland_leman_lake,24.8,0.79
2005,switzerland_leman_lake,20.8,0.75
2006,switzerland_leman_lake,19.8,1.29
2007,switzerland_leman_lake,16,1.39
1660,various_south_east,23,-0.05
1661,various_south_east,26,0.45
1666,various_south_east,31,0.03
1667,various_south_east,38,-0.65
1668,various_south_east,27,0.07
1671,various_south_east,24,-0.21
1674,various_south_east,39,-1.39
1675,various_south_east,55,-1.63
1677,various_south_east,40,-0.73
1680,various_south_east,34,-0.62
1714,various_south_east,42,-0.07
1721,various_south_east,45,-0.6
1739,various_south_east,35,-0.79
1743,various_south_east,44,0.52
1748,various_south_east,44,-0.36
1751,various_south_east,41,-0.91
1754,various_south_east,43,-0.87
1840,various_south_east,41,-1.02
1841,various_south_east,43,-0.32
1842,various_south_east,38.5,-0.27
1843,various_south_east,46.5,-0.19
1844,various_south_east,44.5,-1.2
1845,various_south_east,44,-1.25
1846,various_south_east,36,0.26
1847,various_south_east,40,-0.61
1848,various_south_east,38,-0.38
1849,various_south_east,41.5,-0.71
1850,various_south_east,40,-0.72
1851,various_south_east,39,-0.34
1852,various_south_east,35.5,-0.08
1853,various_south_east,38,-1
1854,various_south_east,45,-0.24
1855,various_south_east,36,-1.43
1856,various_south_east,40,-0.9
1857,various_south_east,41,0.23
1858,various_south_east,38,-0.2
1859,various_south_east,42,0.48
1860,various_south_east,35,-0.99
1861,various_south_east,31,-0.24
1862,various_south_east,37,-0.51
1863,various_south_east,32,0.6
1864,various_south_east,32,-1.22
1865,various_south_east,32,-0.15
1866,various_south_east,35,-0.08
1867,various_south_east,35,-0.96
1868,various_south_east,32,0.55
1869,various_south_east,38.5,-0.17
1870,various_south_east,32,-0.93
1871,various_south_east,38,-1.47
1872,various_south_east,34,0.52
1873,various_south_east,36,0.06
1874,various_south_east,35.5,-0.22
1875,various_south_east,30,-1.02
1876,various_south_east,36,-0.55
1877,various_south_east,32,-0.56
1878,various_south_east,35,-0.24
1879,various_south_east,40,-1.52
1880,various_south_east,38,-0.26
1884,various_south_east,25,-0.22
1885,various_south_east,22.5,-0.73
1886,various_south_east,17.5,-0.44
1887,various_south_east,25,-0.93
1888,various_south_east,29,-1.59
1895,various_south_east,20,-0.74
1897,various_south_east,20,-0.08
1902,various_south_east,15,-1.11
1905,various_south_east,27,-0.35
1907,various_south_east,28.5,-0.58
1908,various_south_east,31,-0.7
1909,various_south_east,45,-1.07
1914,various_south_east,40,0.08
1915,various_south_east,19.5,-0.78
1916,various_south_east,10.5,-0.2
1917,various_south_east,17.5,-0.95
1918,various_south_east,20,-0.14
1925,various_south_east,40,-0.31
1926,various_south_east,20,0.07
1929,various_south_east,29,-0.67
1930,various_south_east,25.5,0.4
1931,various_south_east,27.5,-0.67
1932,various_south_east,40,0.02
1933,various_south_east,20,-0.41
1800,vendee_poitou_charente,12,-0.47
1801,vendee_poitou_charente,18,0.19
1802,vendee_poitou_charente,17,-0.3
1803,vendee_poitou_charente,18,-0.92
